X,Y,NUMBER,NAME,PERIOD,icon_url
94.882471,21.146523,,,,./0.png
94.88245,21.146583,,,,./0.png
94.882483,21.146653,,,,./0.png
94.882357,21.146772,,,,./0.png
94.882344,21.146604,,,,./0.png
94.883052,21.147077,,,,./0.png
94.882359,21.145213,,,,./0.png
94.882334,21.144935,,,,./0.png
94.881764,21.145216,,,,./0.png
94.881887,21.144878,,,,./0.png
94.881876,21.144798,,,,./0.png
94.881875,21.144699,,,,./0.png
94.881501,21.144592,,,,./0.png
94.881543,21.144492,,,,./0.png
94.885183,21.144949,,,,./0.png
94.885614,21.145453,,,,./0.png
94.885115,21.145515,,,,./0.png
94.88503,21.145506,,,,./0.png
94.884892,21.145477,,,,./0.png
94.886802,21.146152,,,,./0.png
94.882069,21.143258,,,,./0.png
94.882039,21.143337,,,,./0.png
94.881997,21.143427,,,,./0.png
94.881788,21.143716,,,,./0.png
94.882199,21.14432,,,,./0.png
94.881987,21.144351,,,,./0.png
94.882478,21.143663,,,,./0.png
94.882253,21.143525,,,,./0.png
94.882862,21.142866,,,,./0.png
94.882872,21.142806,,,,./0.png
94.881932,21.142424,,,,./0.png
94.881847,21.142434,,,,./0.png
94.881816,21.142534,,,,./0.png
94.881764,21.142614,,,,./0.png
94.883571,21.142653,,,,./0.png
94.883789,21.143079,,,,./0.png
94.883805,21.142692,,,,./0.png
94.881289,21.143769,,,,./0.png
94.88128,21.143908,,,,./0.png
94.881282,21.144047,,,,./0.png
94.881326,21.144186,,,,./0.png
94.880931,21.143999,,,,./0.png
94.878609,21.143575,,,,./0.png
94.878547,21.143704,,,,./0.png
94.878365,21.143636,,,,./0.png
94.878491,21.143506,,,,./0.png
94.873699,21.146165,,,,./0.png
94.873332,21.150895,,,,./0.png
94.872438,21.150861,,,,./0.png
94.872297,21.150593,,,,./0.png
94.873191,21.150658,,,,./0.png
94.873371,21.150657,,,,./0.png
94.873446,21.150666,,,,./0.png
94.873327,21.150488,,,,./0.png
94.870573,21.14955,,,,./0.png
94.870348,21.149412,,,,./0.png
94.870591,21.149291,,,,./0.png
94.87073,21.149321,,,,./0.png
94.870974,21.149309,,,,./0.png
94.87085,21.149618,,,,./0.png
94.871032,21.149736,,,,./0.png
94.870852,21.149777,,,,./0.png
94.871093,21.149477,,,,./0.png
94.871123,21.149279,,,,./0.png
94.866929,21.152292,,,,./0.png
94.866812,21.152253,,,,./0.png
94.866697,21.152422,,,,./0.png
94.866656,21.152532,,,,./0.png
94.867101,21.151556,,,,./0.png
94.866231,21.154262,,,,./0.png
94.866778,21.154677,,,,./0.png
94.867275,21.155349,,,,./0.png
94.86795,21.156657,,,,./0.png
94.8671,21.156672,,,,./0.png
94.868016,21.156845,,,,./0.png
94.865735,21.156312,,,,./0.png
94.865903,21.153519,,,,./0.png
94.865519,21.153402,,,,./0.png
94.869731,21.151988,,,,./0.png
94.86973,21.151899,,,,./0.png
94.869299,21.151414,,,,./0.png
94.870084,21.14695,,,,./0.png
94.87396,21.145826,,,,./0.png
94.86637,21.146513,,,,./0.png
94.866523,21.145102,,,,./0.png
94.864023,21.146665,,,,./0.png
94.862866,21.146712,,,,./0.png
94.861737,21.145685,,,,./0.png
94.860617,21.146177,,,,./0.png
94.860565,21.146317,,,,./0.png
94.860555,21.146376,,,,./0.png
94.862224,21.14292,,,,./0.png
94.862118,21.142921,,,,./0.png
94.862053,21.142842,,,,./0.png
94.862135,21.142573,,,,./0.png
94.86241,21.142472,,,,./0.png
94.863592,21.142635,,,,./0.png
94.863552,21.142824,,,,./0.png
94.864347,21.143544,,,,./0.png
94.864527,21.143524,,,,./0.png
94.865058,21.143461,,,,./0.png
94.860881,21.144279,,,,./0.png
94.860877,21.144835,,,,./0.png
94.867211,21.140479,,,,./0.png
94.869207,21.142961,,,,./0.png
94.869205,21.142842,,,,./0.png
94.86207,21.139802,,,,./0.png
94.863135,21.140025,,,,./0.png
94.863146,21.140084,,,,./0.png
94.863189,21.140134,,,,./0.png
94.863085,21.140283,,,,./0.png
94.863052,21.140164,,,,./0.png
94.863039,21.140035,,,,./0.png
94.865716,21.139037,,,,./0.png
94.866046,21.139075,,,,./0.png
94.86609,21.139184,,,,./0.png
94.866102,21.139353,,,,./0.png
94.861681,21.141066,,,,./0.png
94.860995,21.139728,,,,./0.png
94.861822,21.139505,,,,./0.png
94.858953,21.136034,,,,./0.png
94.858944,21.136164,,,,./0.png
94.858956,21.136332,,,,./0.png
94.858958,21.136432,,,,./0.png
94.858638,21.136354,,,,./0.png
94.867577,21.138312,,,,./0.png
94.867365,21.138283,,,,./0.png
94.866853,21.137253,,,,./0.png
94.869151,21.138382,,,,./0.png
94.866308,21.137057,,,,./0.png
94.866309,21.137156,,,,./0.png
94.866311,21.137256,,,,./0.png
94.866422,21.137642,,,,./0.png
94.869839,21.137246,,,,./0.png
94.869899,21.136113,,,,./0.png
94.87017,21.136539,,,,./0.png
94.868609,21.134859,,,,./0.png
94.868904,21.134698,,,,./0.png
94.863072,21.130429,,,,./0.png
94.862461,21.130045,,,,./0.png
94.863064,21.129833,,,,./0.png
94.863115,21.129654,,,,./0.png
94.8626,21.12923,,,,./0.png
94.862807,21.128791,,,,./0.png
94.862963,21.128453,,,,./0.png
94.863442,21.12853,,,,./0.png
94.863646,21.129582,,,,./0.png
94.863659,21.12977,,,,./0.png
94.862397,21.129122,,,,./0.png
94.86229,21.129102,,,,./0.png
94.863201,21.128839,,,,./0.png
94.863036,21.129217,,,,./0.png
94.863016,21.129317,,,,./0.png
94.862818,21.129666,,,,./0.png
94.862706,21.130054,,,,./0.png
94.862823,21.130063,,,,./0.png
94.864359,21.128843,,,,./0.png
94.864504,21.129338,,,,./0.png
94.866248,21.128604,,,,./0.png
94.947582,21.122103,,,,./0.png
94.945878,21.12263,,,,./0.png
